ID,LAT,LON,Altitude,Date,Time
1,39.984702,116.318417,492,10/23/2008,2:53:04
2,39.984683,116.31845,492,10/23/2008,2:53:10
3,39.984686,116.318417,492,10/23/2008,2:53:15
4,39.984688,116.318385,492,10/23/2008,2:53:20
5,39.984655,116.318263,492,10/23/2008,2:53:32
6,39.984611,116.318026,493,10/23/2008,2:53:34
7,39.984608,116.317761,493,10/23/2008,2:53:35
8,39.984563,116.317517,496,10/23/2008,2:53:40
9,39.984539,116.317294,500,10/23/2008,2:53:51
10,39.984606,116.317065,505,10/23/2008,2:53:57
11,39.984568,116.316911,510,10/23/2008,2:53:58
12,39.984586,116.316716,515,10/23/2008,2:54:00
13,39.984561,116.316527,520,10/23/2008,2:54:05
14,39.984536,116.316354,525,10/23/2008,2:54:16
15,39.984523,116.316188,531,10/23/2008,2:54:19
16,39.984516,116.315963,536,10/23/2008,2:54:20
17,39.984523,116.315823,541,10/23/2008,2:54:32
18,39.984574,116.315611,546,10/23/2008,2:54:36
19,39.984568,116.315407,551,10/23/2008,2:54:37
20,39.984538,116.315148,556,10/23/2008,2:54:38
21,39.984501,116.314907,560,10/23/2008,2:54:49
22,39.984532,116.314808,564,10/23/2008,2:54:53
23,39.984504,116.314625,569,10/23/2008,2:54:55
24,39.984485,116.314426,574,10/23/2008,2:55:00
25,39.984427,116.31424,579,10/23/2008,2:55:05
26,39.984485,116.314042,584,10/23/2008,2:55:10
27,39.98448,116.313818,589,10/23/2008,2:55:15
28,39.984501,116.313659,595,10/23/2008,2:55:20
29,39.984618,116.314323,113,10/23/2008,2:55:32
30,39.984649,116.314107,117,10/23/2008,2:55:34
31,39.984621,116.313941,121,10/23/2008,2:55:35
32,39.984655,116.313724,126,10/23/2008,2:55:40
33,39.984681,116.313521,129,10/23/2008,2:55:51
34,39.984708,116.313311,133,10/23/2008,2:55:53
35,39.984708,116.313099,137,10/23/2008,2:55:55
36,39.984696,116.312921,144,10/23/2008,2:56:00
37,39.984677,116.312746,153,10/23/2008,2:56:05
38,39.984682,116.312525,155,10/23/2008,2:56:10
39,39.984649,116.312332,158,10/23/2008,2:56:15
40,39.984641,116.312123,164,10/23/2008,2:56:20
41,39.984647,116.311917,170,10/23/2008,2:56:32
42,39.984654,116.31172,178,10/23/2008,2:56:34
43,39.984631,116.311569,180,10/23/2008,2:56:35
44,39.984647,116.31138,184,10/23/2008,2:56:40
45,39.984653,116.311189,194,10/23/2008,2:56:51
46,39.984628,116.311026,206,10/23/2008,2:56:53
47,39.984652,116.310854,214,10/23/2008,2:56:55
48,39.984656,116.31066,222,10/23/2008,2:57:00
49,39.984616,116.310534,231,10/23/2008,2:57:05
50,39.984676,116.31033,235,10/23/2008,2:57:10
51,39.984698,116.310063,242,10/23/2008,2:57:15
52,39.984696,116.309937,250,10/23/2008,2:57:20
53,39.984663,116.309851,260,10/23/2008,2:57:23
54,39.984598,116.309749,266,10/23/2008,2:57:34
55,39.98454,116.309656,270,10/23/2008,2:57:35
56,39.984525,116.309503,271,10/23/2008,2:57:40
57,39.984498,116.309348,270,10/23/2008,2:57:51
58,39.984481,116.309173,265,10/23/2008,2:57:53
59,39.984489,116.308993,261,10/23/2008,2:57:55
60,39.98447,116.308827,257,10/23/2008,2:58:00
61,39.98449,116.308638,251,10/23/2008,2:58:05
62,39.98449,116.308485,247,10/23/2008,2:58:10
63,39.984494,116.308351,240,10/23/2008,2:58:15
64,39.984499,116.308201,240,10/23/2008,2:58:20
65,39.984484,116.308049,244,10/23/2008,2:58:32
66,39.984491,116.307902,253,10/23/2008,2:58:34
67,39.984499,116.307809,264,10/23/2008,2:58:35
68,39.984472,116.307687,272,10/23/2008,2:58:40
69,39.984493,116.307548,279,10/23/2008,2:58:51
70,39.984488,116.307434,282,10/23/2008,2:58:53
71,39.984427,116.307292,281,10/23/2008,2:58:55
72,39.984428,116.307126,282,10/23/2008,2:59:00
73,39.984432,116.306943,288,10/23/2008,2:59:05
74,39.984425,116.306801,284,10/23/2008,2:59:10
75,39.984438,116.306633,286,10/23/2008,2:59:15
76,39.984462,116.306486,284,10/23/2008,2:59:20
77,39.984466,116.3063,285,10/23/2008,2:59:32
78,39.984456,116.306047,287,10/23/2008,2:59:34
79,39.984454,116.305854,295,10/23/2008,2:59:35
80,39.984412,116.305682,297,10/23/2008,2:59:40
81,39.98441,116.305466,301,10/23/2008,2:59:51
82,39.984406,116.305281,309,10/23/2008,2:59:53
83,39.984393,116.305023,314,10/23/2008,2:59:55
84,39.984356,116.304909,305,10/23/2008,3:00:00
85,39.984352,116.304704,295,10/23/2008,3:00:05
86,39.984338,116.304543,293,10/23/2008,3:00:10
87,39.984338,116.304315,291,10/23/2008,3:00:15
88,39.984349,116.304083,290,10/23/2008,3:00:20
89,39.984368,116.303934,282,10/23/2008,3:00:32
90,39.984437,116.303813,257,10/23/2008,3:00:34
91,39.984429,116.303672,253,10/23/2008,3:00:35
92,39.984342,116.303444,237,10/23/2008,3:00:40
93,39.984365,116.303298,236,10/23/2008,3:00:51
94,39.984368,116.303132,233,10/23/2008,3:00:53
95,39.984385,116.30292,232,10/23/2008,3:00:55
96,39.98438,116.302754,240,10/23/2008,3:01:00
97,39.984346,116.302601,239,10/23/2008,3:01:05
98,39.984303,116.302457,237,10/23/2008,3:01:10
99,39.984344,116.302271,233,10/23/2008,3:01:15
100,39.984341,116.302094,228,10/23/2008,3:01:20
101,39.984359,116.301888,218,10/23/2008,3:01:32
102,39.984379,116.301693,208,10/23/2008,3:01:34
103,39.984345,116.3015,196,10/23/2008,3:01:35
104,39.984345,116.301309,190,10/23/2008,3:01:40
105,39.984338,116.301107,184,10/23/2008,3:01:51
106,39.984344,116.300877,175,10/23/2008,3:01:53
107,39.984278,116.300674,168,10/23/2008,3:01:55
108,39.984276,116.300462,153,10/23/2008,3:02:00
109,39.984278,116.300307,140,10/23/2008,3:02:05
110,39.984252,116.300156,133,10/23/2008,3:02:10
111,39.984288,116.299943,131,10/23/2008,3:02:15
112,39.984283,116.29981,138,10/23/2008,3:02:20
113,39.984335,116.299744,145,10/23/2008,3:02:32
114,39.984312,116.299703,153,10/23/2008,3:02:34
115,39.984177,116.299699,164,10/23/2008,3:02:35
116,39.98414,116.299697,175,10/23/2008,3:02:40
117,39.984204,116.299721,180,10/23/2008,3:02:51
118,39.984258,116.299736,184,10/23/2008,3:02:53
119,39.984031,116.299573,198,10/23/2008,3:02:55
120,39.98379,116.299578,212,10/23/2008,3:03:00
121,39.983726,116.299566,213,10/23/2008,3:03:05
122,39.983692,116.299496,209,10/23/2008,3:03:10
123,39.983685,116.299476,207,10/23/2008,3:03:15
124,39.983639,116.299425,209,10/23/2008,3:03:20
125,39.983629,116.299353,207,10/23/2008,3:03:32
126,39.983641,116.299279,215,10/23/2008,3:03:34
127,39.983557,116.299235,215,10/23/2008,3:03:35
128,39.983509,116.299238,213,10/23/2008,3:03:40
129,39.983413,116.299267,211,10/23/2008,3:03:51
130,39.983353,116.299305,209,10/23/2008,3:03:53
131,39.983337,116.299321,205,10/23/2008,3:03:55
132,39.9833,116.299314,204,10/23/2008,3:04:00
133,39.9833,116.299314,204,10/23/2008,3:04:03
134,39.983304,116.299307,201,10/23/2008,3:04:05
135,39.983279,116.299311,199,10/23/2008,3:04:10
136,39.983302,116.299302,193,10/23/2008,3:04:15
137,39.983276,116.299265,189,10/23/2008,3:04:20
138,39.983322,116.299191,188,10/23/2008,3:04:32
139,39.983403,116.299147,185,10/23/2008,3:04:34
140,39.983548,116.299083,188,10/23/2008,3:04:35
141,39.983675,116.299031,194,10/23/2008,3:04:40
142,39.983663,116.298932,199,10/23/2008,3:04:51
143,39.983533,116.298903,202,10/23/2008,3:04:53
144,39.98359,116.298869,204,10/23/2008,3:04:55
145,39.983723,116.298825,203,10/23/2008,3:05:00
146,39.983902,116.298773,204,10/23/2008,3:05:05
147,39.984045,116.298725,206,10/23/2008,3:05:10
148,39.984019,116.298663,209,10/23/2008,3:05:15
149,39.995777,116.286798,716,10/23/2008,4:08:07
150,39.996832,116.285446,276,10/23/2008,4:08:12
151,39.984397,116.299292,931,10/23/2008,4:08:42
152,39.984426,116.299329,959,10/23/2008,4:08:47
153,39.984499,116.299413,983,10/23/2008,4:08:52
154,39.984424,116.299467,990,10/23/2008,4:08:57
155,39.98441,116.299477,940,10/23/2008,4:09:02
156,39.984421,116.299569,928,10/23/2008,4:09:07
157,39.984518,116.29953,902,10/23/2008,4:09:12
158,39.984488,116.299645,897,10/23/2008,4:09:17
159,39.98454,116.299523,870,10/23/2008,4:09:22
160,39.98446,116.299528,891,10/23/2008,4:09:27
161,39.984463,116.299508,883,10/23/2008,4:09:32
162,39.984501,116.299473,882,10/23/2008,4:09:37
163,39.984532,116.299451,879,10/23/2008,4:09:42
164,39.984532,116.299451,879,10/23/2008,4:09:51
165,39.984527,116.299451,879,10/23/2008,4:09:47
166,39.984517,116.299447,879,10/23/2008,4:09:52
167,39.984509,116.299438,880,10/23/2008,4:09:57
168,39.984497,116.299411,878,10/23/2008,4:10:02
169,39.984499,116.299405,879,10/23/2008,4:10:07
170,39.984498,116.299407,878,10/23/2008,4:10:12
171,39.984498,116.299407,878,10/23/2008,4:10:15
172,39.984493,116.299412,878,10/23/2008,4:10:17
173,39.984498,116.299466,874,10/23/2008,4:10:22
174,39.984546,116.29941,864,10/23/2008,4:10:27
175,39.984638,116.299318,857,10/23/2008,4:10:32
176,39.98473,116.299315,850,10/23/2008,4:10:37
177,39.984753,116.299305,840,10/23/2008,4:10:42
178,39.984789,116.299297,829,10/23/2008,4:10:47
179,39.984795,116.299391,825,10/23/2008,4:10:52
180,39.984778,116.299504,821,10/23/2008,4:10:57
181,39.984743,116.299617,818,10/23/2008,4:11:02
182,39.984671,116.299625,802,10/23/2008,4:11:07
183,39.984694,116.299536,780,10/23/2008,4:11:12
184,39.984733,116.29952,769,10/23/2008,4:11:17
185,39.983841,116.299902,818,10/23/2008,4:11:22
186,39.983861,116.300177,729,10/23/2008,4:11:27
187,39.983842,116.300329,646,10/23/2008,4:11:32
188,39.983984,116.300308,573,10/23/2008,4:11:37
189,39.984126,116.300188,486,10/23/2008,4:11:42
190,39.984246,116.300058,411,10/23/2008,4:11:47
191,39.984373,116.300019,357,10/23/2008,4:11:52
192,39.984533,116.300043,315,10/23/2008,4:11:57
193,39.984723,116.300058,261,10/23/2008,4:12:02
194,39.984789,116.300151,234,10/23/2008,4:12:07
195,39.984837,116.300216,206,10/23/2008,4:12:12
196,39.984859,116.300332,195,10/23/2008,4:12:17
197,39.984888,116.300514,186,10/23/2008,4:12:22
198,39.984896,116.300689,176,10/23/2008,4:12:27
199,39.984905,116.300885,167,10/23/2008,4:12:32
200,39.984911,116.301049,162,10/23/2008,4:12:37
201,39.984925,116.301221,164,10/23/2008,4:12:42
202,39.98493,116.301391,163,10/23/2008,4:12:47
203,39.984938,116.301568,166,10/23/2008,4:12:52
204,39.984948,116.301741,169,10/23/2008,4:12:57
205,39.984945,116.301915,177,10/23/2008,4:13:02
206,39.984953,116.302055,179,10/23/2008,4:13:07
207,39.984953,116.302264,182,10/23/2008,4:13:12
208,39.98496,116.302488,183,10/23/2008,4:13:17
209,39.984973,116.302679,182,10/23/2008,4:13:22
210,39.984983,116.30286,181,10/23/2008,4:13:27
211,39.985009,116.303037,180,10/23/2008,4:13:32
212,39.985043,116.303258,179,10/23/2008,4:13:37
213,39.98503,116.303496,170,10/23/2008,4:13:42
214,39.985039,116.303685,176,10/23/2008,4:13:47
215,39.985028,116.303884,175,10/23/2008,4:13:52
216,39.984993,116.304067,174,10/23/2008,4:13:57
217,39.985027,116.304163,177,10/23/2008,4:14:02
218,39.985038,116.30426,175,10/23/2008,4:14:07
219,39.985042,116.304459,171,10/23/2008,4:14:12
220,39.985029,116.304647,175,10/23/2008,4:14:17
221,39.985023,116.304811,176,10/23/2008,4:14:22
222,39.985031,116.304927,175,10/23/2008,4:14:27
223,39.985082,116.305192,177,10/23/2008,4:14:32
224,39.985105,116.305348,176,10/23/2008,4:14:37
225,39.985132,116.305499,175,10/23/2008,4:14:42
226,39.985169,116.305649,183,10/23/2008,4:14:47
227,39.985135,116.305834,178,10/23/2008,4:14:52
228,39.985146,116.305984,175,10/23/2008,4:14:57
229,39.985131,116.306178,174,10/23/2008,4:15:02
230,39.985127,116.306363,168,10/23/2008,4:15:07
231,39.985135,116.306531,169,10/23/2008,4:15:12
232,39.985157,116.306711,166,10/23/2008,4:15:17
233,39.98517,116.306893,172,10/23/2008,4:15:22
234,39.985154,116.307092,178,10/23/2008,4:15:27
235,39.985184,116.307341,176,10/23/2008,4:15:32
236,39.98521,116.30751,168,10/23/2008,4:15:37
237,39.985231,116.307633,170,10/23/2008,4:15:42
238,39.98526,116.307735,175,10/23/2008,4:15:47
239,39.98524,116.307933,174,10/23/2008,4:15:52
240,39.985225,116.308133,174,10/23/2008,4:15:57
241,39.985256,116.308313,176,10/23/2008,4:16:02
242,39.985218,116.308579,174,10/23/2008,4:16:07
243,39.985201,116.308774,174,10/23/2008,4:16:12
244,39.985203,116.30898,173,10/23/2008,4:16:17
245,39.985221,116.309152,176,10/23/2008,4:16:22
246,39.985194,116.30931,177,10/23/2008,4:16:27
247,39.985161,116.309494,177,10/23/2008,4:16:32
248,39.98519,116.309701,179,10/23/2008,4:16:37
249,39.985202,116.309888,178,10/23/2008,4:16:42
250,39.985282,116.30998,172,10/23/2008,4:16:47
251,39.985443,116.30998,173,10/23/2008,4:16:52
252,39.985579,116.309969,163,10/23/2008,4:16:57
253,39.985721,116.309961,159,10/23/2008,4:17:02
254,39.98584,116.309941,154,10/23/2008,4:17:07
255,39.98595,116.309978,153,10/23/2008,4:17:12
256,39.986051,116.310034,152,10/23/2008,4:17:17
257,39.986174,116.310025,157,10/23/2008,4:17:22
258,39.986305,116.309956,162,10/23/2008,4:17:27
259,39.986461,116.309885,151,10/23/2008,4:17:32
260,39.986611,116.309862,146,10/23/2008,4:17:37
261,39.986697,116.309893,139,10/23/2008,4:17:42
262,39.986793,116.309956,129,10/23/2008,4:17:47
263,39.986929,116.309974,127,10/23/2008,4:17:52
264,39.987073,116.309987,127,10/23/2008,4:17:57
265,39.987211,116.310004,128,10/23/2008,4:18:02
266,39.987325,116.31007,133,10/23/2008,4:18:07
267,39.987458,116.310084,137,10/23/2008,4:18:12
268,39.987591,116.310088,145,10/23/2008,4:18:17
269,39.987747,116.310049,153,10/23/2008,4:18:22
270,39.987884,116.310027,159,10/23/2008,4:18:27
271,39.988008,116.310059,176,10/23/2008,4:18:32
272,39.988111,116.310052,169,10/23/2008,4:18:37
273,39.988293,116.309902,150,10/23/2008,4:18:42
274,39.988397,116.309931,150,10/23/2008,4:18:47
275,39.988553,116.309866,138,10/23/2008,4:18:52
276,39.988679,116.309824,132,10/23/2008,4:18:57
277,39.988772,116.309784,123,10/23/2008,4:19:02
278,39.988901,116.309793,119,10/23/2008,4:19:07
279,39.989029,116.309833,123,10/23/2008,4:19:12
280,39.989173,116.309866,139,10/23/2008,4:19:17
281,39.989287,116.309905,141,10/23/2008,4:19:22
282,39.989392,116.309949,150,10/23/2008,4:19:27
283,39.989519,116.310031,167,10/23/2008,4:19:32
284,39.989628,116.310049,178,10/23/2008,4:19:37
285,39.989762,116.310024,184,10/23/2008,4:19:42
286,39.989838,116.310098,199,10/23/2008,4:19:47
287,39.989981,116.310115,181,10/23/2008,4:19:52
288,39.990089,116.310169,196,10/23/2008,4:19:57
289,39.990219,116.310215,208,10/23/2008,4:20:02
290,39.990325,116.310258,215,10/23/2008,4:20:07
291,39.990406,116.310277,223,10/23/2008,4:20:12
292,39.99056,116.31019,235,10/23/2008,4:20:17
293,39.99065,116.310134,232,10/23/2008,4:20:22
294,39.990693,116.310114,230,10/23/2008,4:20:27
295,39.990696,116.310111,232,10/23/2008,4:20:32
296,39.990698,116.310105,232,10/23/2008,4:20:37
297,39.990698,116.310103,231,10/23/2008,4:20:42
298,39.990696,116.310101,231,10/23/2008,4:20:47
299,39.990695,116.310095,230,10/23/2008,4:20:52
300,39.990692,116.310092,230,10/23/2008,4:20:57
301,39.99069,116.31009,230,10/23/2008,4:21:02
302,39.990689,116.310088,230,10/23/2008,4:21:07
303,39.990689,116.310087,230,10/23/2008,4:21:12
304,39.990689,116.310087,230,10/23/2008,4:21:15
305,39.990696,116.31009,230,10/23/2008,4:21:17
306,39.990743,116.310066,211,10/23/2008,4:21:22
307,39.990793,116.310109,190,10/23/2008,4:21:27
308,39.990837,116.310205,178,10/23/2008,4:21:32
309,39.990873,116.310318,161,10/23/2008,4:21:37
310,39.990887,116.310479,145,10/23/2008,4:21:42
311,39.990874,116.310657,134,10/23/2008,4:21:47
312,39.990906,116.310827,121,10/23/2008,4:21:52
313,39.990921,116.310971,108,10/23/2008,4:21:57
314,39.990933,116.311149,99,10/23/2008,4:22:02
315,39.990969,116.311312,90,10/23/2008,4:22:07
316,39.990994,116.311507,82,10/23/2008,4:22:12
317,39.991014,116.311693,73,10/23/2008,4:22:17
318,39.99101,116.311915,75,10/23/2008,4:22:22
319,39.991033,116.312107,74,10/23/2008,4:22:27
320,39.991055,116.312282,78,10/23/2008,4:22:32
321,39.991058,116.312473,82,10/23/2008,4:22:37
322,39.991032,116.312666,86,10/23/2008,4:22:42
323,39.991024,116.312853,86,10/23/2008,4:22:47
324,39.991022,116.313047,84,10/23/2008,4:22:52
325,39.991018,116.313244,91,10/23/2008,4:22:57
326,39.991016,116.313469,99,10/23/2008,4:23:02
327,39.991035,116.313681,103,10/23/2008,4:23:07
328,39.991063,116.31384,100,10/23/2008,4:23:12
329,39.991072,116.31403,98,10/23/2008,4:23:17
330,39.991068,116.314209,109,10/23/2008,4:23:22
331,39.991095,116.314385,111,10/23/2008,4:23:27
332,39.991113,116.314596,112,10/23/2008,4:23:32
333,39.991128,116.314797,109,10/23/2008,4:23:37
334,39.991127,116.315003,116,10/23/2008,4:23:42
335,39.991148,116.315193,120,10/23/2008,4:23:47
336,39.991176,116.315342,112,10/23/2008,4:23:52
337,39.991215,116.315529,106,10/23/2008,4:23:57
338,39.991209,116.315643,106,10/23/2008,4:24:02
339,39.991191,116.31579,104,10/23/2008,4:24:07
340,39.991188,116.315958,107,10/23/2008,4:24:12
341,39.991189,116.316172,102,10/23/2008,4:24:17
342,39.991186,116.316381,96,10/23/2008,4:24:22
343,39.991194,116.316575,92,10/23/2008,4:24:27
344,39.991208,116.316756,87,10/23/2008,4:24:32
345,39.99122,116.316999,88,10/23/2008,4:24:37
346,39.991197,116.317235,91,10/23/2008,4:24:42
347,39.991183,116.317452,94,10/23/2008,4:24:47
348,39.991164,116.317661,92,10/23/2008,4:24:52
349,39.991187,116.317874,90,10/23/2008,4:24:57
350,39.991179,116.318083,90,10/23/2008,4:25:02
351,39.991132,116.318231,95,10/23/2008,4:25:07
352,39.991169,116.31848,97,10/23/2008,4:25:12
353,39.991183,116.318691,90,10/23/2008,4:25:17
354,39.991204,116.318904,94,10/23/2008,4:25:22
355,39.991201,116.319098,88,10/23/2008,4:25:27
356,39.991194,116.319315,86,10/23/2008,4:25:32
357,39.991187,116.31949,87,10/23/2008,4:25:37
358,39.991206,116.319683,87,10/23/2008,4:25:42
359,39.991239,116.319866,81,10/23/2008,4:25:47
360,39.991258,116.320062,73,10/23/2008,4:25:52
361,39.991282,116.320255,71,10/23/2008,4:25:57
362,39.991288,116.320445,66,10/23/2008,4:26:02
363,39.991308,116.320622,59,10/23/2008,4:26:07
364,39.991325,116.320803,51,10/23/2008,4:26:12
365,39.991352,116.321002,50,10/23/2008,4:26:17
366,39.991382,116.321179,47,10/23/2008,4:26:22
367,39.991388,116.321384,53,10/23/2008,4:26:27
368,39.991389,116.321583,53,10/23/2008,4:26:32
369,39.991368,116.321736,52,10/23/2008,4:26:37
370,39.99141,116.321874,51,10/23/2008,4:26:42
371,39.991412,116.322004,55,10/23/2008,4:26:47
372,39.991406,116.322176,67,10/23/2008,4:26:52
373,39.991403,116.322296,70,10/23/2008,4:26:57
374,39.991401,116.322436,70,10/23/2008,4:27:02
375,39.991477,116.322668,66,10/23/2008,4:27:07
376,39.991591,116.322784,74,10/23/2008,4:27:12
377,39.991716,116.322778,80,10/23/2008,4:27:17
378,39.991863,116.322774,83,10/23/2008,4:27:22
379,39.992007,116.322784,90,10/23/2008,4:27:27
380,39.992201,116.322812,98,10/23/2008,4:27:32
381,39.992365,116.3228,117,10/23/2008,4:27:37
382,39.992456,116.322797,139,10/23/2008,4:27:42
383,39.9926,116.32281,153,10/23/2008,4:27:47
384,39.992777,116.322891,148,10/23/2008,4:27:52
385,39.992883,116.322891,150,10/23/2008,4:27:57
386,39.993001,116.322713,153,10/23/2008,4:28:02
387,39.993077,116.322617,159,10/23/2008,4:28:07
388,39.993222,116.322651,157,10/23/2008,4:28:12
389,39.993429,116.32276,161,10/23/2008,4:28:17
390,39.993535,116.322744,170,10/23/2008,4:28:22
391,39.99364,116.322658,179,10/23/2008,4:28:27
392,39.993796,116.322579,186,10/23/2008,4:28:32
393,39.994055,116.322804,168,10/23/2008,4:28:37
394,39.994175,116.322829,160,10/23/2008,4:28:42
395,39.994276,116.322786,153,10/23/2008,4:28:47
396,39.994471,116.322763,156,10/23/2008,4:28:52
397,39.994648,116.322723,148,10/23/2008,4:28:57
398,39.99481,116.322641,145,10/23/2008,4:29:02
399,39.994946,116.322625,147,10/23/2008,4:29:07
400,39.995093,116.32262,145,10/23/2008,4:29:12
401,39.995235,116.322606,145,10/23/2008,4:29:17
402,39.995392,116.322607,143,10/23/2008,4:29:22
403,39.995567,116.322533,149,10/23/2008,4:29:27
404,39.995718,116.32252,147,10/23/2008,4:29:32
405,39.995852,116.322517,146,10/23/2008,4:29:37
406,39.995993,116.322556,154,10/23/2008,4:29:42
407,39.99611,116.322544,152,10/23/2008,4:29:47
408,39.996234,116.322552,151,10/23/2008,4:29:52
409,39.996392,116.322481,157,10/23/2008,4:29:57
410,39.996534,116.322464,166,10/23/2008,4:30:02
411,39.996632,116.322425,166,10/23/2008,4:30:07
412,39.996645,116.322412,169,10/23/2008,4:30:12
413,39.996725,116.322348,167,10/23/2008,4:30:17
414,39.996881,116.322337,163,10/23/2008,4:30:22
415,39.997081,116.322428,163,10/23/2008,4:30:27
416,39.997277,116.322428,162,10/23/2008,4:30:32
417,39.997592,116.322314,170,10/23/2008,4:30:37
418,39.99775,116.322301,170,10/23/2008,4:30:42
419,39.997865,116.322317,168,10/23/2008,4:30:47
420,39.997988,116.32231,164,10/23/2008,4:30:52
421,39.998151,116.322261,161,10/23/2008,4:30:57
422,39.998307,116.322268,156,10/23/2008,4:31:02
423,39.998452,116.322236,162,10/23/2008,4:31:07
424,39.998603,116.322225,163,10/23/2008,4:31:12
425,39.998753,116.322225,168,10/23/2008,4:31:17
426,39.998895,116.322254,171,10/23/2008,4:31:22
427,39.999078,116.322196,167,10/23/2008,4:31:27
428,39.999218,116.322176,166,10/23/2008,4:31:32
429,39.999364,116.322161,159,10/23/2008,4:31:37
430,39.999484,116.322148,148,10/23/2008,4:31:42
431,39.999607,116.322178,142,10/23/2008,4:31:47
432,39.999602,116.322324,142,10/23/2008,4:31:52
433,39.999603,116.322434,143,10/23/2008,4:31:57
434,39.999586,116.322587,145,10/23/2008,4:32:02
435,39.999573,116.32276,149,10/23/2008,4:32:07
436,39.999572,116.322932,153,10/23/2008,4:32:12
437,39.999565,116.323134,159,10/23/2008,4:32:17
438,39.999569,116.32328,162,10/23/2008,4:32:22
439,39.999575,116.323448,164,10/23/2008,4:32:27
440,39.999568,116.323605,170,10/23/2008,4:32:32
441,39.999558,116.323605,171,10/23/2008,4:32:37
442,39.999581,116.323732,170,10/23/2008,4:32:42
443,39.999653,116.324069,162,10/23/2008,4:32:47
444,39.999678,116.324258,161,10/23/2008,4:32:52
445,39.999646,116.324405,164,10/23/2008,4:32:57
446,39.999676,116.324452,165,10/23/2008,4:33:02
447,39.999678,116.324453,166,10/23/2008,4:33:07
448,39.999682,116.324455,167,10/23/2008,4:33:12
449,39.999682,116.324455,167,10/23/2008,4:33:15
450,39.999676,116.324456,167,10/23/2008,4:33:17
451,39.999641,116.32451,171,10/23/2008,4:33:22
452,39.999662,116.324481,176,10/23/2008,4:33:27
453,39.999651,116.324477,178,10/23/2008,4:33:32
454,39.999664,116.324493,177,10/23/2008,4:33:37
455,39.999684,116.324511,178,10/23/2008,4:33:42
456,39.999684,116.324511,178,10/23/2008,4:33:51
457,39.999678,116.324511,178,10/23/2008,4:33:47
458,39.999667,116.324512,179,10/23/2008,4:33:52
